date_inscription,date_realisation,proposition_cours,participant,duree,etat
2017-02-01      ,2017-02-02      ,846              ,1039       ,2    ,1
2015-03-04      ,2015-03-05      ,847              ,1092       ,2    ,1
2016-04-09      ,2016-04-10      ,848              ,1042       ,3    ,1
2016-11-29      ,2016-11-30      ,849              ,1017       ,1    ,1
2014-08-13      ,2014-08-14      ,850              ,1084       ,2    ,1
2014-05-02      ,2014-05-03      ,851              ,1015       ,3    ,1
2016-03-10      ,2016-03-11      ,852              ,1024       ,3    ,1
2015-11-03      ,2015-11-04      ,853              ,1012       ,3    ,1
2015-06-15      ,2015-06-16      ,854              ,1048       ,1    ,1
2014-11-19      ,2014-11-20      ,855              ,1086       ,2    ,1
2016-02-11      ,2016-02-12      ,856              ,1022       ,2    ,1
2014-02-14      ,2014-02-15      ,857              ,1088       ,1    ,1
2014-12-26      ,2014-12-27      ,858              ,1032       ,1    ,1
2015-12-10      ,2015-12-11      ,859              ,1030       ,2    ,1
2015-11-03      ,2015-11-04      ,860              ,1083       ,2    ,1
2015-02-06      ,2015-02-07      ,861              ,1058       ,3    ,1
2016-08-17      ,2016-08-18      ,862              ,1077       ,3    ,1
2014-10-27      ,2014-10-28      ,863              ,1079       ,1    ,1
2014-04-26      ,2014-04-27      ,864              ,1061       ,1    ,1
2014-12-20      ,2014-12-21      ,865              ,1077       ,2    ,1
2014-11-29      ,2014-11-30      ,866              ,1099       ,2    ,1
2016-12-11      ,2016-12-12      ,867              ,1072       ,3    ,1
2015-07-08      ,2015-07-09      ,868              ,1073       ,1    ,1
2014-09-30      ,2014-10-01      ,869              ,1038       ,1    ,1
2014-12-23      ,2014-12-24      ,870              ,1018       ,2    ,1
2015-09-10      ,2015-09-11      ,871              ,1021       ,1    ,1
2016-03-29      ,2016-03-30      ,872              ,1074       ,2    ,1
2016-04-11      ,2016-04-12      ,873              ,1008       ,2    ,1
2014-06-10      ,2014-06-11      ,874              ,1086       ,1    ,1
2014-11-19      ,2014-11-20      ,875              ,1065       ,2    ,1
2015-07-09      ,2015-07-10      ,876              ,1077       ,1    ,1
2014-05-23      ,2014-05-24      ,877              ,1067       ,2    ,1
2014-08-12      ,2014-08-13      ,878              ,1035       ,1    ,1
2016-09-08      ,2016-09-09      ,879              ,1015       ,3    ,1
2016-04-23      ,2016-04-24      ,880              ,1030       ,2    ,1
2016-04-23      ,2016-04-24      ,881              ,1001       ,3    ,1
2015-12-01      ,2015-12-02      ,882              ,1008       ,1    ,1
2014-10-03      ,2014-10-04      ,883              ,1021       ,1    ,1
2015-02-19      ,2015-02-20      ,884              ,1038       ,3    ,1
2016-08-20      ,2016-08-21      ,885              ,1033       ,3    ,1
2016-08-23      ,2016-08-24      ,886              ,1052       ,3    ,1
2017-01-16      ,2017-01-17      ,887              ,1093       ,1    ,1
2017-01-30      ,2017-01-31      ,888              ,1013       ,2    ,1
2015-12-27      ,2015-12-28      ,889              ,1011       ,3    ,1
2016-03-29      ,2016-03-30      ,890              ,1041       ,1    ,1
2014-06-18      ,2014-06-19      ,891              ,1033       ,1    ,1
2014-02-23      ,2014-02-24      ,892              ,1085       ,2    ,1
2016-03-10      ,2016-03-11      ,893              ,1005       ,3    ,1
2015-07-04      ,2015-07-05      ,894              ,1073       ,2    ,1
2014-10-29      ,2014-10-30      ,895              ,1099       ,1    ,1
2015-02-05      ,2015-02-06      ,896              ,1092       ,3    ,1
2014-10-24      ,2014-10-25      ,897              ,1092       ,2    ,1
2016-10-11      ,2016-10-12      ,898              ,1060       ,2    ,1
2014-06-02      ,2014-06-03      ,899              ,1028       ,2    ,1
2014-05-17      ,2014-05-18      ,900              ,1069       ,1    ,1
2015-05-10      ,2015-05-11      ,901              ,1063       ,3    ,1
2014-08-26      ,2014-08-27      ,902              ,1015       ,1    ,1
2016-08-18      ,2016-08-19      ,903              ,1053       ,1    ,1
2016-12-12      ,2016-12-13      ,904              ,1071       ,3    ,1
2015-06-03      ,2015-06-04      ,905              ,1030       ,3    ,1
2016-01-16      ,2016-01-17      ,906              ,1084       ,2    ,1
2014-12-03      ,2014-12-04      ,907              ,1037       ,1    ,1
2016-01-31      ,2016-02-01      ,908              ,1075       ,2    ,1
2015-11-22      ,2015-11-23      ,909              ,1089       ,3    ,1
2014-07-20      ,2014-07-21      ,910              ,1070       ,2    ,1
2014-10-11      ,2014-10-12      ,911              ,1076       ,1    ,1
2014-10-24      ,2014-10-25      ,912              ,1073       ,2    ,1
2016-10-20      ,2016-10-21      ,913              ,1023       ,3    ,1
2015-07-09      ,2015-07-10      ,914              ,1015       ,1    ,1
2015-08-05      ,2015-08-06      ,915              ,1019       ,2    ,1
2015-07-06      ,2015-07-07      ,916              ,1097       ,2    ,1
2014-07-22      ,2014-07-23      ,917              ,1041       ,2    ,1
2016-11-28      ,2016-11-29      ,918              ,1099       ,1    ,1
2016-02-22      ,2016-02-23      ,919              ,1063       ,2    ,1
2016-02-16      ,2016-02-17      ,920              ,1046       ,3    ,1
2014-04-18      ,2014-04-19      ,921              ,1083       ,1    ,1
2015-05-31      ,2015-06-01      ,922              ,1042       ,1    ,1
2016-07-22      ,2016-07-23      ,923              ,1086       ,1    ,1
2014-10-28      ,2014-10-29      ,924              ,1007       ,2    ,1
2015-10-27      ,2015-10-28      ,925              ,1062       ,3    ,1
2017-01-25      ,2017-01-26      ,926              ,1043       ,1    ,1
2015-01-01      ,2015-01-02      ,927              ,1066       ,1    ,1
2015-02-06      ,2015-02-07      ,928              ,1012       ,1    ,1
2015-08-19      ,2015-08-20      ,929              ,1029       ,3    ,1
2016-10-29      ,2016-10-30      ,930              ,1002       ,2    ,1
2016-05-12      ,2016-05-13      ,931              ,1095       ,2    ,1
2015-03-16      ,2015-03-17      ,932              ,1041       ,3    ,1
2014-05-03      ,2014-05-04      ,933              ,1076       ,1    ,1
2016-12-22      ,2016-12-23      ,934              ,1010       ,3    ,1
2016-02-16      ,2016-02-17      ,935              ,1095       ,2    ,1
2016-04-01      ,2016-04-02      ,936              ,1088       ,3    ,1
2016-01-26      ,2016-01-27      ,937              ,1020       ,3    ,1
2015-07-10      ,2015-07-11      ,938              ,1080       ,1    ,1
2014-03-19      ,2014-03-20      ,939              ,1037       ,3    ,1
2015-10-23      ,2015-10-24      ,940              ,1070       ,2    ,1
2014-04-23      ,2014-04-24      ,941              ,1082       ,3    ,1
2015-07-26      ,2015-07-27      ,942              ,1024       ,3    ,1
2015-07-12      ,2015-07-13      ,943              ,1061       ,3    ,1
2015-01-16      ,2015-01-17      ,944              ,1002       ,1    ,1
2014-11-16      ,2014-11-17      ,945              ,1004       ,1    ,1
2015-02-21      ,2015-02-22      ,946              ,1078       ,1    ,1
2015-10-01      ,2015-10-02      ,947              ,1034       ,2    ,1
2014-12-05      ,2014-12-06      ,948              ,1003       ,2    ,1
2016-08-16      ,2016-08-17      ,949              ,1070       ,3    ,1
2014-11-13      ,2014-11-14      ,950              ,1082       ,2    ,1
2014-02-21      ,2014-02-22      ,951              ,1044       ,1    ,1
2016-01-16      ,2016-01-17      ,952              ,1007       ,3    ,1
2015-01-04      ,2015-01-05      ,953              ,1021       ,1    ,1
2016-01-16      ,2016-01-17      ,954              ,1044       ,1    ,1
2016-03-19      ,2016-03-20      ,955              ,1088       ,1    ,1
2014-11-19      ,2014-11-20      ,956              ,1002       ,1    ,1
2016-06-11      ,2016-06-12      ,957              ,1053       ,1    ,1
2016-09-01      ,2016-09-02      ,958              ,1092       ,3    ,1
2017-01-14      ,2017-01-15      ,959              ,1067       ,2    ,1
2016-12-01      ,2016-12-02      ,960              ,1070       ,1    ,1
2016-02-06      ,2016-02-07      ,961              ,1011       ,3    ,1
2016-07-29      ,2016-07-30      ,962              ,1016       ,1    ,1
2014-04-23      ,2014-04-24      ,963              ,1041       ,2    ,1
2016-06-20      ,2016-06-21      ,964              ,1026       ,2    ,1
2014-11-08      ,2014-11-09      ,965              ,1077       ,2    ,1
2014-10-24      ,2014-10-25      ,966              ,1042       ,3    ,1
2014-08-09      ,2014-08-10      ,967              ,1057       ,1    ,1
2017-01-11      ,2017-01-12      ,968              ,1000       ,1    ,1
2017-01-08      ,2017-01-09      ,969              ,1039       ,1    ,1
2015-09-21      ,2015-09-22      ,970              ,1053       ,1    ,1
2015-03-24      ,2015-03-25      ,971              ,1057       ,2    ,1
2016-08-21      ,2016-08-22      ,972              ,1013       ,3    ,1
2014-09-25      ,2014-09-26      ,973              ,1042       ,3    ,1
2016-08-21      ,2016-08-22      ,974              ,1034       ,2    ,1
2016-05-21      ,2016-05-22      ,975              ,1086       ,3    ,1
2016-01-01      ,2016-01-02      ,976              ,1036       ,1    ,1
2015-07-05      ,2015-07-06      ,977              ,1021       ,1    ,1
2014-02-02      ,2014-02-03      ,978              ,1087       ,2    ,1
2016-05-17      ,2016-05-18      ,979              ,1073       ,3    ,1
2015-07-01      ,2015-07-02      ,980              ,1055       ,1    ,1
2016-04-29      ,2016-04-30      ,981              ,1070       ,3    ,1
2015-05-03      ,2015-05-04      ,982              ,1010       ,3    ,1
2015-02-28      ,2015-03-01      ,983              ,1081       ,2    ,1
2015-07-03      ,2015-07-04      ,984              ,1055       ,3    ,1
2015-05-13      ,2015-05-14      ,985              ,1097       ,1    ,1
2014-05-29      ,2014-05-30      ,986              ,1075       ,1    ,1
2016-07-07      ,2016-07-08      ,987              ,1073       ,1    ,1
2015-06-23      ,2015-06-24      ,988              ,1000       ,1    ,1
2017-01-04      ,2017-01-05      ,989              ,1068       ,2    ,1
2016-09-30      ,2016-10-01      ,990              ,1000       ,1    ,1
2014-10-16      ,2014-10-17      ,991              ,1048       ,3    ,1
2014-11-13      ,2014-11-14      ,992              ,1033       ,2    ,1
2016-02-04      ,2016-02-05      ,993              ,1051       ,2    ,1
2014-11-20      ,2014-11-21      ,994              ,1087       ,3    ,1
2014-07-28      ,2014-07-29      ,995              ,1056       ,2    ,1
2014-06-01      ,2014-06-02      ,996              ,1095       ,3    ,1
2014-12-08      ,2014-12-09      ,997              ,1012       ,2    ,1
2014-06-06      ,2014-06-07      ,998              ,1061       ,2    ,1
2014-10-17      ,2014-10-18      ,999              ,1031       ,3    ,1
2016-11-15      ,2016-11-16      ,1000             ,1059       ,3    ,1
2014-05-13      ,2014-05-14      ,1001             ,1063       ,3    ,1
2015-08-27      ,2015-08-28      ,1002             ,1029       ,3    ,1
2016-08-08      ,2016-08-09      ,1003             ,1078       ,3    ,1
2015-01-24      ,2015-01-25      ,1004             ,1058       ,2    ,1
2016-03-09      ,2016-03-10      ,1005             ,1021       ,1    ,1
2015-01-11      ,2015-01-12      ,1006             ,1041       ,1    ,1
2016-02-29      ,2016-03-01      ,1007             ,1028       ,1    ,1
2015-10-22      ,2015-10-23      ,1008             ,1087       ,2    ,1
2014-06-24      ,2014-06-25      ,1009             ,1003       ,1    ,1
2014-11-22      ,2014-11-23      ,1010             ,1097       ,2    ,1
2016-04-15      ,2016-04-16      ,1011             ,1059       ,1    ,1
2016-05-16      ,2016-05-17      ,1012             ,1067       ,3    ,1
2014-07-05      ,2014-07-06      ,1013             ,1031       ,1    ,1
2014-04-03      ,2014-04-04      ,1014             ,1045       ,2    ,1
2015-07-18      ,2015-07-19      ,1015             ,1028       ,1    ,1
2014-11-05      ,2014-11-06      ,1016             ,1039       ,1    ,1
2014-07-01      ,2014-07-02      ,1017             ,1081       ,2    ,1
2014-04-07      ,2014-04-08      ,1018             ,1025       ,2    ,1
2015-09-14      ,2015-09-15      ,1019             ,1094       ,2    ,1
2015-08-05      ,2015-08-06      ,1020             ,1046       ,3    ,1
2016-06-12      ,2016-06-13      ,1021             ,1013       ,3    ,1
2016-09-17      ,2016-09-18      ,1022             ,1021       ,3    ,1
2015-05-10      ,2015-05-11      ,1023             ,1090       ,1    ,1
2016-07-24      ,2016-07-25      ,1024             ,1022       ,2    ,1
2015-03-17      ,2015-03-18      ,1025             ,1090       ,2    ,1
2014-06-28      ,2014-06-29      ,1026             ,1044       ,1    ,1
2016-11-25      ,2016-11-26      ,1027             ,1023       ,2    ,1
2016-02-18      ,2016-02-19      ,1028             ,1013       ,2    ,1
2014-02-10      ,2014-02-11      ,1029             ,1070       ,3    ,1
2015-10-04      ,2015-10-05      ,1030             ,1037       ,2    ,1
2016-08-04      ,2016-08-05      ,1031             ,1026       ,2    ,1
2014-04-02      ,2014-04-03      ,1032             ,1048       ,1    ,1
2015-11-09      ,2015-11-10      ,1033             ,1098       ,3    ,1
2014-06-04      ,2014-06-05      ,1034             ,1060       ,1    ,1
2014-04-17      ,2014-04-18      ,1035             ,1064       ,1    ,1
2016-08-08      ,2016-08-09      ,1036             ,1068       ,3    ,1
2016-04-25      ,2016-04-26      ,1037             ,1022       ,2    ,1
2014-01-13      ,2014-01-14      ,1038             ,1089       ,2    ,1
2014-02-20      ,2014-02-21      ,1039             ,1009       ,1    ,1
2015-05-12      ,2015-05-13      ,1040             ,1048       ,2    ,1
2014-08-08      ,2014-08-09      ,1041             ,1095       ,2    ,1
2014-06-11      ,2014-06-12      ,1042             ,1090       ,2    ,1
2015-01-01      ,2015-01-02      ,1043             ,1006       ,1    ,1
2015-08-05      ,2015-08-06      ,1044             ,1027       ,3    ,1
2016-04-09      ,2016-04-10      ,1045             ,1057       ,3    ,1
2014-09-26      ,2014-09-27      ,1046             ,1027       ,2    ,1
2016-05-31      ,2016-06-01      ,1047             ,1072       ,1    ,1
2015-01-25      ,2015-01-26      ,1048             ,1084       ,2    ,1
2014-09-24      ,2014-09-25      ,1049             ,1061       ,1    ,1
2014-01-24      ,2014-01-25      ,1050             ,1031       ,1    ,1
2015-07-13      ,2015-07-14      ,1051             ,1040       ,1    ,1
2014-09-19      ,2014-09-20      ,1052             ,1089       ,2    ,1
2015-08-04      ,2015-08-05      ,1053             ,1011       ,2    ,1
2015-08-01      ,2015-08-02      ,1054             ,1051       ,1    ,1
2016-01-14      ,2016-01-15      ,1055             ,1062       ,3    ,1
2014-07-18      ,2014-07-19      ,1056             ,1089       ,1    ,1
2016-06-13      ,2016-06-14      ,1057             ,1049       ,2    ,1
2015-03-13      ,2015-03-14      ,1058             ,1011       ,1    ,1
2016-05-12      ,2016-05-13      ,1059             ,1056       ,3    ,1
2014-10-27      ,2014-10-28      ,1060             ,1059       ,3    ,1
2015-03-07      ,2015-03-08      ,1061             ,1063       ,3    ,1
2016-06-29      ,2016-06-30      ,1062             ,1001       ,1    ,1
2016-03-07      ,2016-03-08      ,1063             ,1030       ,2    ,1
2014-03-10      ,2014-03-11      ,1064             ,1017       ,1    ,1
2014-07-25      ,2014-07-26      ,1065             ,1064       ,3    ,1
2014-09-23      ,2014-09-24      ,1066             ,1050       ,2    ,1
2014-08-13      ,2014-08-14      ,1067             ,1042       ,3    ,1
2014-04-30      ,2014-05-01      ,1068             ,1000       ,1    ,1
2015-12-05      ,2015-12-06      ,1069             ,1042       ,3    ,1
2015-08-13      ,2015-08-14      ,1070             ,1085       ,1    ,1
2014-06-14      ,2014-06-15      ,1071             ,1088       ,3    ,1
2015-02-08      ,2015-02-09      ,1072             ,1004       ,1    ,1
2014-04-24      ,2014-04-25      ,1073             ,1065       ,2    ,1
2014-10-12      ,2014-10-13      ,1074             ,1006       ,2    ,1
2017-01-24      ,2017-01-25      ,1075             ,1060       ,2    ,1
2014-02-03      ,2014-02-04      ,1076             ,1006       ,2    ,1
2015-02-13      ,2015-02-14      ,1077             ,1094       ,2    ,1
2014-07-20      ,2014-07-21      ,1078             ,1094       ,1    ,1
2016-02-04      ,2016-02-05      ,1079             ,1010       ,2    ,1
2016-01-30      ,2016-01-31      ,1080             ,1069       ,2    ,1
2016-11-27      ,2016-11-28      ,1081             ,1095       ,2    ,1
2014-08-20      ,2014-08-21      ,1082             ,1031       ,2    ,1
2015-12-22      ,2015-12-23      ,1083             ,1027       ,2    ,1
2014-04-06      ,2014-04-07      ,1084             ,1054       ,2    ,1
2015-10-04      ,2015-10-05      ,1085             ,1030       ,2    ,1
2014-07-09      ,2014-07-10      ,1086             ,1077       ,1    ,1
2015-07-08      ,2015-07-09      ,1087             ,1089       ,2    ,1
2016-09-13      ,2016-09-14      ,1088             ,1027       ,1    ,1
2015-12-01      ,2015-12-02      ,1089             ,1064       ,2    ,1
2015-07-07      ,2015-07-08      ,1090             ,1007       ,3    ,1
2015-02-16      ,2015-02-17      ,1091             ,1050       ,2    ,1
2014-11-02      ,2014-11-03      ,1092             ,1023       ,1    ,1
2014-12-29      ,2014-12-30      ,1093             ,1088       ,2    ,1
2015-08-02      ,2015-08-03      ,1094             ,1052       ,3    ,1
2015-08-04      ,2015-08-05      ,1095             ,1041       ,3    ,1
2014-10-02      ,2014-10-03      ,1096             ,1000       ,1    ,1
2014-09-22      ,2014-09-23      ,1097             ,1033       ,2    ,1
2014-10-23      ,2014-10-24      ,1098             ,1073       ,1    ,1
2015-04-19      ,2015-04-20      ,1099             ,1014       ,3    ,1
2015-09-19      ,2015-09-20      ,1100             ,1032       ,3    ,1
2014-11-18      ,2014-11-19      ,1101             ,1097       ,3    ,1
2014-08-08      ,2014-08-09      ,1102             ,1097       ,2    ,1
2016-10-30      ,2016-10-31      ,1103             ,1038       ,2    ,1
2016-01-20      ,2016-01-21      ,1104             ,1073       ,3    ,1
2016-08-11      ,2016-08-12      ,1105             ,1063       ,3    ,1
2015-03-16      ,2015-03-17      ,1106             ,1013       ,2    ,1
2016-07-20      ,2016-07-21      ,1107             ,1042       ,3    ,1
2015-07-28      ,2015-07-29      ,1108             ,1006       ,3    ,1
2015-01-12      ,2015-01-13      ,1109             ,1073       ,3    ,1
2015-11-05      ,2015-11-06      ,1110             ,1018       ,2    ,1
2016-03-26      ,2016-03-27      ,1111             ,1024       ,1    ,1
2015-04-01      ,2015-04-02      ,1112             ,1083       ,3    ,1
2015-10-01      ,2015-10-02      ,1113             ,1046       ,3    ,1
2014-01-13      ,2014-01-14      ,1114             ,1076       ,3    ,1
2016-12-05      ,2016-12-06      ,1115             ,1033       ,2    ,1
2014-03-02      ,2014-03-03      ,1116             ,1039       ,3    ,1
2014-05-01      ,2014-05-02      ,1117             ,1060       ,2    ,1
2016-11-21      ,2016-11-22      ,1118             ,1060       ,1    ,1
2015-06-20      ,2015-06-21      ,1119             ,1084       ,2    ,1
2014-12-05      ,2014-12-06      ,1120             ,1036       ,1    ,1
2014-09-12      ,2014-09-13      ,1121             ,1040       ,3    ,1
2016-07-08      ,2016-07-09      ,1122             ,1093       ,2    ,1
2016-07-24      ,2016-07-25      ,1123             ,1064       ,1    ,1
2016-02-18      ,2016-02-19      ,1124             ,1023       ,3    ,1
2016-08-16      ,2016-08-17      ,1125             ,1013       ,2    ,1
2015-04-04      ,2015-04-05      ,1126             ,1047       ,3    ,1
2015-11-07      ,2015-11-08      ,1127             ,1090       ,1    ,1
2015-01-23      ,2015-01-24      ,1128             ,1038       ,1    ,1
2016-06-15      ,2016-06-16      ,1129             ,1096       ,3    ,1
2015-02-27      ,2015-02-28      ,1130             ,1025       ,1    ,1
2014-06-04      ,2014-06-05      ,1131             ,1041       ,1    ,1
2014-01-10      ,2014-01-11      ,1132             ,1062       ,1    ,1
2015-03-25      ,2015-03-26      ,1133             ,1070       ,2    ,1
2015-09-23      ,2015-09-24      ,1134             ,1066       ,3    ,1
2015-08-13      ,2015-08-14      ,1135             ,1094       ,3    ,1
2014-12-28      ,2014-12-29      ,1136             ,1041       ,2    ,1
2015-07-02      ,2015-07-03      ,1137             ,1043       ,3    ,1
2015-06-20      ,2015-06-21      ,1138             ,1047       ,3    ,1
2016-01-19      ,2016-01-20      ,1139             ,1058       ,1    ,1
2016-08-09      ,2016-08-10      ,1140             ,1087       ,1    ,1
2016-03-01      ,2016-03-02      ,1141             ,1090       ,2    ,1
2014-11-02      ,2014-11-03      ,1142             ,1072       ,2    ,1
2016-10-11      ,2016-10-12      ,1143             ,1037       ,3    ,1
2016-05-15      ,2016-05-16      ,1144             ,1073       ,2    ,1
2015-02-02      ,2015-02-03      ,1145             ,1092       ,3    ,1
2016-04-13      ,2016-04-14      ,1146             ,1049       ,1    ,1
2014-11-03      ,2014-11-04      ,1147             ,1045       ,3    ,1
2016-11-21      ,2016-11-22      ,1148             ,1030       ,2    ,1
2016-02-06      ,2016-02-07      ,1149             ,1008       ,2    ,1
2014-12-20      ,2014-12-21      ,1150             ,1003       ,1    ,1
2015-07-07      ,2015-07-08      ,1151             ,1055       ,3    ,1
2016-11-11      ,2016-11-12      ,1152             ,1097       ,1    ,1
2016-08-25      ,2016-08-26      ,1153             ,1079       ,2    ,1
2015-04-22      ,2015-04-23      ,1154             ,1037       ,2    ,1
2016-04-29      ,2016-04-30      ,1155             ,1015       ,3    ,1
2015-11-27      ,2015-11-28      ,1156             ,1006       ,1    ,1
2014-01-21      ,2014-01-22      ,1157             ,1053       ,1    ,1
2014-07-13      ,2014-07-14      ,1158             ,1017       ,1    ,1
2015-03-18      ,2015-03-19      ,1159             ,1007       ,2    ,1
2014-11-14      ,2014-11-15      ,1160             ,1086       ,1    ,1
2014-12-11      ,2014-12-12      ,1161             ,1010       ,2    ,1
2015-06-10      ,2015-06-11      ,1162             ,1023       ,1    ,1
2014-05-02      ,2014-05-03      ,1163             ,1037       ,2    ,1
2017-01-30      ,2017-01-31      ,1164             ,1090       ,3    ,1
2017-03-04      ,2017-03-05      ,1165             ,1070       ,3    ,1
2014-09-02      ,2014-09-03      ,1166             ,1076       ,3    ,1
2016-03-14      ,2016-03-15      ,1167             ,1049       ,3    ,1
2015-04-06      ,2015-04-07      ,1168             ,1010       ,1    ,1
2015-07-22      ,2015-07-23      ,1169             ,1058       ,3    ,1
2016-04-20      ,2016-04-21      ,1170             ,1022       ,3    ,1
2016-10-06      ,2016-10-07      ,1171             ,1042       ,3    ,1
2014-03-01      ,2014-03-02      ,1172             ,1078       ,2    ,1
2015-03-06      ,2015-03-07      ,1173             ,1057       ,1    ,1
2014-12-23      ,2014-12-24      ,1174             ,1080       ,1    ,1
2015-08-15      ,2015-08-16      ,1175             ,1053       ,1    ,1
2014-11-28      ,2014-11-29      ,1176             ,1035       ,2    ,1
2015-10-25      ,2015-10-26      ,1177             ,1035       ,3    ,1
2014-11-29      ,2014-11-30      ,1178             ,1068       ,2    ,1
2016-01-25      ,2016-01-26      ,1179             ,1035       ,1    ,1
2015-10-22      ,2015-10-23      ,1180             ,1038       ,2    ,1
2014-08-08      ,2014-08-09      ,1181             ,1035       ,2    ,1
2014-08-30      ,2014-08-31      ,1182             ,1077       ,2    ,1
2016-05-07      ,2016-05-08      ,1183             ,1026       ,2    ,1
2016-03-10      ,2016-03-11      ,1184             ,1002       ,1    ,1
2017-02-06      ,2017-02-07      ,1185             ,1005       ,3    ,1
2014-08-21      ,2014-08-22      ,1186             ,1072       ,3    ,1
2016-08-01      ,2016-08-02      ,1187             ,1018       ,1    ,1
2015-02-01      ,2015-02-02      ,1188             ,1020       ,1    ,1
2016-05-28      ,2016-05-29      ,1189             ,1013       ,1    ,1
2016-04-18      ,2016-04-19      ,1190             ,1075       ,1    ,1
2016-12-28      ,2016-12-29      ,1191             ,1081       ,3    ,1
2015-05-05      ,2015-05-06      ,1192             ,1093       ,2    ,1
2014-07-19      ,2014-07-20      ,1193             ,1056       ,2    ,1
2014-08-22      ,2014-08-23      ,1194             ,1060       ,2    ,1
2015-11-13      ,2015-11-14      ,1195             ,1005       ,3    ,1
2014-06-23      ,2014-06-24      ,1196             ,1029       ,2    ,1
2014-06-16      ,2014-06-17      ,1197             ,1099       ,3    ,1
2016-05-12      ,2016-05-13      ,1198             ,1020       ,1    ,1
2014-07-16      ,2014-07-17      ,1199             ,1087       ,2    ,1
2016-05-13      ,2016-05-14      ,1200             ,1051       ,3    ,1
2015-09-18      ,2015-09-19      ,1201             ,1051       ,1    ,1
2015-04-05      ,2015-04-06      ,1202             ,1085       ,2    ,1
2014-06-10      ,2014-06-11      ,1203             ,1021       ,2    ,1
2016-04-10      ,2016-04-11      ,1204             ,1092       ,1    ,1
2015-06-09      ,2015-06-10      ,1205             ,1056       ,2    ,1
2015-10-14      ,2015-10-15      ,1206             ,1064       ,1    ,1
2015-01-18      ,2015-01-19      ,1207             ,1063       ,3    ,1
2015-03-01      ,2015-03-02      ,1208             ,1030       ,2    ,1
2014-03-04      ,2014-03-05      ,1209             ,1002       ,2    ,1
2014-05-24      ,2014-05-25      ,1210             ,1063       ,1    ,1
2015-03-17      ,2015-03-18      ,1211             ,1000       ,3    ,1
2014-12-18      ,2014-12-19      ,1212             ,1049       ,3    ,1
2016-05-01      ,2016-05-02      ,1213             ,1009       ,2    ,1
2015-09-18      ,2015-09-19      ,1214             ,1093       ,3    ,1
2016-07-15      ,2016-07-16      ,1215             ,1016       ,2    ,1
2015-12-27      ,2015-12-28      ,1216             ,1075       ,2    ,1
2015-03-08      ,2015-03-09      ,1217             ,1087       ,3    ,1
2014-10-19      ,2014-10-20      ,1218             ,1011       ,2    ,1
2016-01-26      ,2016-01-27      ,1219             ,1077       ,3    ,1
2014-04-20      ,2014-04-21      ,1220             ,1067       ,3    ,1
2014-11-20      ,2014-11-21      ,1221             ,1009       ,1    ,1
2014-10-10      ,2014-10-11      ,1222             ,1058       ,3    ,1
2014-01-04      ,2014-01-05      ,1223             ,1082       ,2    ,1
2016-10-15      ,2016-10-16      ,1224             ,1032       ,3    ,1
2015-02-24      ,2015-02-25      ,1225             ,1059       ,3    ,1
2017-02-03      ,2017-02-04      ,1226             ,1066       ,3    ,1
2015-11-17      ,2015-11-18      ,1227             ,1094       ,2    ,1
2016-05-05      ,2016-05-06      ,1228             ,1086       ,1    ,1
2014-10-02      ,2014-10-03      ,1229             ,1005       ,2    ,1
2014-07-25      ,2014-07-26      ,1230             ,1084       ,1    ,1
2015-01-11      ,2015-01-12      ,1231             ,1022       ,1    ,1
2015-08-18      ,2015-08-19      ,1232             ,1079       ,2    ,1
2015-05-24      ,2015-05-25      ,1233             ,1091       ,3    ,1
2014-05-02      ,2014-05-03      ,1234             ,1046       ,1    ,1
2014-12-24      ,2014-12-25      ,1235             ,1021       ,3    ,1
2016-11-22      ,2016-11-23      ,1236             ,1031       ,2    ,1
2015-04-26      ,2015-04-27      ,1237             ,1099       ,2    ,1
2016-10-13      ,2016-10-14      ,1238             ,1011       ,2    ,1
2016-09-05      ,2016-09-06      ,1239             ,1064       ,2    ,1
2015-04-09      ,2015-04-10      ,1240             ,1042       ,3    ,1
2015-12-14      ,2015-12-15      ,1241             ,1091       ,3    ,1
2015-05-21      ,2015-05-22      ,1242             ,1086       ,2    ,1
2015-07-23      ,2015-07-24      ,1243             ,1025       ,1    ,1
2017-02-10      ,2017-02-11      ,1244             ,1001       ,1    ,1
2016-03-21      ,2016-03-22      ,1245             ,1055       ,2    ,1
2016-03-28      ,2016-03-29      ,1246             ,1039       ,3    ,1
2014-06-10      ,2014-06-11      ,1247             ,1002       ,2    ,1
2016-09-08      ,2016-09-09      ,1248             ,1008       ,2    ,1
2014-04-18      ,2014-04-19      ,1249             ,1056       ,1    ,1
2015-03-30      ,2015-03-31      ,1250             ,1017       ,1    ,1
2016-01-30      ,2016-01-31      ,1251             ,1065       ,2    ,1
2014-04-27      ,2014-04-28      ,1252             ,1028       ,1    ,1
2014-11-18      ,2014-11-19      ,1253             ,1079       ,2    ,1
2016-07-21      ,2016-07-22      ,1254             ,1000       ,1    ,1
2016-06-22      ,2016-06-23      ,1255             ,1058       ,3    ,1
2016-05-03      ,2016-05-04      ,1256             ,1082       ,1    ,1
2015-07-14      ,2015-07-15      ,1257             ,1074       ,2    ,1
2014-10-05      ,2014-10-06      ,1258             ,1093       ,1    ,1
2015-10-06      ,2015-10-07      ,1259             ,1000       ,3    ,1
2014-06-29      ,2014-06-30      ,1260             ,1088       ,3    ,1
